,disease,link,overview,symptoms,remedies
154,"Vestibular schwannoma, also known as
Acoustic neuroma",https://www.mayoclinic.org/diseases-conditions/acoustic-neuroma/symptoms-causes/syc-20356127,"Acoustic neuroma, also known as vestibular schwannoma, is a noncancerous and usually slow-growing tumor that develops on the main (vestibular) nerve leading from your inner ear to your brain. Branches of this nerve directly influence your balance and hearing, and pressure from an acoustic neuroma can cause hearing loss, ringing in your ear and unsteadiness.","['Hearing loss, usually gradually worsening over months to years — although in rare cases sudden — and occurring on only one side or more severe on one side', 'Ringing (tinnitus) in the affected ear', 'Unsteadiness or loss of balance', 'Dizziness (vertigo)', 'Facial numbness and weakness or loss of muscle movement']",[]
155,"V-fib, also known as
Ventricular fibrillation",https://www.mayoclinic.org/diseases-conditions/ventricular-fibrillation/symptoms-causes/syc-20364523,"Ventricular fibrillation is a type of abnormal heart rhythm (arrhythmia). During ventricular fibrillation, disorganized heart signals cause the lower heart chambers (ventricles) to twitch (quiver) uselessly. As a result, the heart doesn't pump blood to the rest of the body.","['Chest pain', 'Very fast heartbeat (tachycardia)', 'Dizziness', 'Nausea', 'Shortness of breath']","['Eat a healthy diet. Heart-healthy foods include fruits, vegetables and whole grains, as well as lean protein sources such as soy, beans, nuts, fish, skinless poultry and low-fat dairy products. Avoid added salt (sodium), added sugars and saturated fats.', 'Exercise regularly. Get at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous aerobic activity a week, or a combination of moderate and vigorous activity. The guidelines suggest that you spread out this exercise during the course of a week.', ""Don't smoke. If you need help quitting, talk with your doctor about strategies to help."", 'Keep your blood pressure and cholesterol levels in a healthy range. Maintaining a healthy body weight can help control blood pressure and cholesterol. Take medications as prescribed to manage high blood pressure or high cholesterol.', 'Limit alcohol. Too much alcohol can damage your heart. If you choose to drink alcohol, do so in moderation. For healthy adults, that means up to one drink a day for women and up to two drinks a day for men.', 'Get regular checkups. Take your medications as prescribed and have regular follow-up appointments with your doctor. Tell your doctor if your symptoms worsen.']"
156,Viral gastroenteritis (stomach flu),https://www.mayoclinic.org/diseases-conditions/viral-gastroenteritis/symptoms-causes/syc-20378847,"Viral gastroenteritis is an intestinal infection that includes signs and symptoms such as watery diarrhea, stomach cramps, nausea or vomiting, and sometimes fever.","['Watery, usually nonbloody diarrhea — bloody diarrhea usually means you have a different, more severe infection', 'Nausea, vomiting or both', 'Stomach cramps and pain', 'Occasional muscle aches or headache', 'Low-grade fever']","['Let your stomach settle. Stop eating solid foods for a few hours.', 'Try sucking on ice chips or taking small sips of water often. You might also try drinking clear soda, clear broths or noncaffeinated sports drinks. In some cases you can try oral rehydration solutions. Drink plenty of liquid every day, taking small, frequent sips.', ""Ease back into eating. As you're able, you can return to eating your normal diet. You might find that you can eat bland, easy-to-digest foods at first, such as soda crackers, soup, oats, noodles, bananas and rice. Stop eating if your nausea returns."", 'Avoid certain foods and substances until you feel better. These include caffeine, alcohol, nicotine, and fatty or highly seasoned foods.', 'Get plenty of rest. The illness and dehydration may have made you weak and tired.', 'Try anti-diarrhea medications. Some adults may find it helpful to take loperamide (Imodium A-D) or bismuth subsalicylate (Pepto-Bismol, others) to manage their symptoms. However, avoid these if you have bloody diarrhea or fever, which could be signs of another condition.']"
157,Viral hemorrhagic fevers,https://www.mayoclinic.org/diseases-conditions/viral-hemorrhagic-fevers/symptoms-causes/syc-20351260,"Viral hemorrhagic (hem-uh-RAJ-ik) fevers are infectious diseases that can cause severe, life-threatening illness. They can damage the walls of tiny blood vessels, making them leak, and can hamper the blood's ability to clot. The resulting internal bleeding is usually not life-threatening, but the diseases can be.","['Fever', 'Fatigue, weakness or general feeling of being unwell', 'Dizziness', 'Muscle, bone or joint aches', 'Nausea and vomiting', 'Diarrhea']",[]
158,Vitamin deficiency anemia,https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025,Vitamin deficiency anemia is a lack of healthy red blood cells caused by lower than usual amounts of vitamin B-12 and folate.,"['Fatigue', 'Shortness of breath', 'Dizziness', 'Pale or yellowish skin', 'Irregular heartbeats', 'Weight loss', 'Numbness or tingling in the hands and feet', 'Muscle weakness', 'Personality changes', 'Unsteady movements', 'Mental confusion or forgetfulness']",[]
159,Vitiligo,https://www.mayoclinic.org/diseases-conditions/vitiligo/symptoms-causes/syc-20355912,Vitiligo (vit-ih-LIE-go) is a disease that causes loss of skin color in patches. The discolored areas usually get bigger with time. The condition can affect the skin on any part of the body. It can also affect hair and the inside of the mouth.,"['Patchy loss of skin color, which usually first appears on the hands, face, and areas around body openings and the genitals', 'Premature whitening or graying of the hair on your scalp, eyelashes, eyebrows or beard', 'Loss of color in the tissues that line the inside of the mouth and nose (mucous membranes)']","[""Protect your skin from the sun and artificial sources of UV light. Use a broad-spectrum, water-resistant sunscreen with an SPF of at least 30. Apply sunscreen generously and reapply every two hours — or more often if you're swimming or sweating.\nYou can also seek shade and wear clothing that shields your skin from the sun. Don't use tanning beds and sunlamps.\nProtecting your skin from the sun helps prevent sunburn of the discolored skin. Sunscreen also minimizes tanning, which accentuates the vitiligo patches."", ""Conceal affected skin. Makeup and self-tanning products can help minimize the differences in skin color. You may need to try several brands of makeup or self-tanners to find one that blends well with your normal skin tone. The coloring of self-tanning products doesn't wash off, but it gradually fades over several days. If you use a self-tanner, select one that contains dihydroxyacetone, as it is approved by the U.S. Food and Drug Administration."", ""Don't get a tattoo. Damage to your skin, such as that caused by a tattoo, may cause a new patch of vitiligo to appear within two weeks.""]"
160,Vocal cord paralysis,https://www.mayoclinic.org/diseases-conditions/vocal-cord-paralysis/symptoms-causes/syc-20378873,Vocal cord paralysis is a condition in which you can't control the movement of the muscles that control your voice. It happens when the nerve impulses to your voice box (larynx) are disrupted. This results in paralysis of the vocal cord muscles.,"['A breathy quality to the voice', 'Hoarseness', 'Noisy breathing', 'Shortness of breath', 'Loss of vocal pitch', 'Choking or coughing while swallowing food, drink or saliva', 'The need to take frequent breaths while speaking', 'Inability to speak loudly', 'Loss of your gag reflex', 'Ineffective coughing', 'Frequent throat clearing']",[]
161,"Vocal fold paralysis, also known as
Vocal cord paralysis",https://www.mayoclinic.org/diseases-conditions/vocal-cord-paralysis/symptoms-causes/syc-20378873,Vocal cord paralysis is a condition in which you can't control the movement of the muscles that control your voice. It happens when the nerve impulses to your voice box (larynx) are disrupted. This results in paralysis of the vocal cord muscles.,"['A breathy quality to the voice', 'Hoarseness', 'Noisy breathing', 'Shortness of breath', 'Loss of vocal pitch', 'Choking or coughing while swallowing food, drink or saliva', 'The need to take frequent breaths while speaking', 'Inability to speak loudly', 'Loss of your gag reflex', 'Ineffective coughing', 'Frequent throat clearing']",[]
162,Voice disorders,https://www.mayoclinic.org/diseases-conditions/voice-disorders/symptoms-causes/syc-20353022,"People develop voice problems for many reasons. Doctors who specialize in ear, nose and throat disorders and speech pathology specialists are involved in diagnosing and treating voice disorders.",[],[]
163,Von Willebrand disease,https://www.mayoclinic.org/diseases-conditions/von-willebrand-disease/symptoms-causes/syc-20354978,"Von Willebrand disease is a lifelong bleeding disorder in which your blood doesn't clot properly. People with the disease have low levels of von Willebrand factor, a protein that helps blood clot, or the protein doesn't perform as it should.","['Excessive bleeding from an injury or after surgery or dental work', ""Frequent nosebleeds that don't stop within 10 minutes"", 'Heavy or long menstrual bleeding', 'Heavy bleeding during labor and delivery', 'Blood in your urine or stool', 'Easy bruising or lumpy bruises']","['Switch pain relievers. To help prevent bleeding episodes, talk with your doctor before taking blood-thinning medications — such as aspirin, ibuprofen (Advil, Motrin IB, others) or naproxen sodium (Aleve). Your doctor might instead recommend pain and fever relievers such as acetaminophen (Tylenol, others).', 'Tell your doctors and dentist. Let your doctors or dentist know that you have von Willebrand disease before you have surgery, start a new medication or give birth. Also mention whether anyone in your family has a history of excessive bleeding.', ""Consider wearing a medical ID bracelet. Make sure it notes that you have von Willebrand disease, which will be helpful to medical personnel if you're in an accident or taken to an emergency room. Also carry a medical alert card in your wallet."", 'Be active and safe. Exercise is part of attaining or maintaining a healthy weight. Avoid activities that could cause bruising, such as football, wrestling and hockey.']"
164,"VPCs, also known as
Premature ventricular contractions (PVCs)",https://www.mayoclinic.org/diseases-conditions/premature-ventricular-contractions/symptoms-causes/syc-20376757,"Premature ventricular contractions (PVCs) are extra heartbeats that begin in one of the heart's two lower pumping chambers (ventricles). These extra beats disrupt the regular heart rhythm, sometimes causing a sensation of a fluttering or a skipped beat in the chest.","['Fluttering', 'Pounding or jumping', 'Skipped beats or missed beats', 'Increased awareness of the heartbeat']","['Track your triggers. If you have frequent PVCs, keeping a diary of the day and timing of symptoms may be helpful. A diary may help identify foods, drinks or activities that trigger the premature ventricular contractions.', 'Modify your substance use. Caffeine, alcohol, tobacco and stimulant drugs are known triggers of premature ventricular contractions. Reducing or avoiding such items may reduce PVC symptoms.', 'Manage stress. Anxiety can trigger irregular heartbeats. Find ways to help reduce emotional stress. Getting more exercise, practicing mindfulness and connecting with others in support groups are some ways to tame stress. If you need help managing anxiety, talk to your health care provider about strategies and medications that may help.']"
165,Vulvar cancer,https://www.mayoclinic.org/diseases-conditions/vulvar-cancer/symptoms-causes/syc-20368051,"Vulvar cancer is a type of cancer that occurs on the outer surface area of the female genitalia. The vulva is the area of skin that surrounds the urethra and vagina, including the clitoris and labia.","[""Itching that doesn't go away"", 'Pain and tenderness', ""Bleeding that isn't from menstruation"", 'Skin changes, such as color changes or thickening', 'A lump, wartlike bumps or an open sore (ulcer)']",[]
166,Vulvodynia,https://www.mayoclinic.org/diseases-conditions/vulvodynia/symptoms-causes/syc-20353423,"Vulvodynia (vul-voe-DIN-e-uh) is chronic pain or discomfort around the opening of your vagina (vulva) for which there's no identifiable cause and which lasts at least three months. The pain, burning or irritation associated with vulvodynia can make you so uncomfortable that sitting for long periods or having sex becomes unthinkable. The condition can last for months to years.","['Burning', 'Soreness', 'Stinging', 'Rawness', 'Painful intercourse (dyspareunia)', 'Throbbing', 'Itching']","['Try cold compresses or gel packs. Place them directly on your external genital area to ease pain and itching.', 'Soak in a sitz bath. Two to three times a day, sit in comfortable, lukewarm (not hot) or cool water with Epsom salts or colloidal oatmeal for five to 10 minutes.', 'Avoid tightfitting pantyhose and nylon underwear. Tight clothing restricts airflow to your genital area, often leading to increased temperature and moisture that can cause irritation. Wear white, cotton underwear to increase ventilation and dryness. Try sleeping without underwear at night.', 'Avoid hot tubs and soaking in hot baths. Spending time in hot water can cause discomfort and itching.', ""Don't use deodorant tampons or pads. The deodorant can be irritating. If pads are irritating, switch to 100 percent cotton pads."", 'Avoid activities that put pressure on your vulva, such as biking or horseback riding.', 'Wash gently. Scrubbing the affected area harshly or washing too often can increase irritation. Instead, use plain water to gently clean your vulva with your hand and pat the area dry. After bathing, apply a preservative-free emollient, such as plain petroleum jelly, to create a protective barrier.', ""Use lubricants. If you're sexually active, apply a lubricant before having sex. Don't use products that contain alcohol, flavor, or warming or cooling agents.""]"
167,Waldenstrom macroglobulinemia,https://www.mayoclinic.org/diseases-conditions/waldenstrom-macroglobulinemia/symptoms-causes/syc-20359967,Waldenstrom macroglobulinemia (mak-roe-glob-u-lih-NEE-me-uh) is a rare type of cancer that begins in the white blood cells.,"['Easy bruising', 'Bleeding from the nose or the gums', 'Fatigue', 'Weight loss', 'Numbness in your hands or feet', 'Fever', 'Headache', 'Shortness of breath', 'Changes in vision', 'Confusion']",[]
168,"Warts, common, also known as
Common warts",https://www.mayoclinic.org/diseases-conditions/common-warts/symptoms-causes/syc-20371125,"Common warts are small, grainy skin growths that occur most often on your fingers or hands. Rough to the touch, common warts also often feature a pattern of tiny black dots, which are small, clotted blood vessels.","['Small, fleshy, grainy bumps', 'Rough to the touch', 'Sprinkled with black pinpoints, which are small, clotted blood vessels']","[""Peeling medicine (salicylic acid). Nonprescription wart removal products such as salicylic acid are available as a patch, ointment, pad and liquid. For common warts, look for a 17 percent salicylic acid solution. These products (Compound W, Dr. Scholl's Clear Away Wart Remover, others) are usually used daily, often for a few weeks. For best results, soak your wart in warm water for a few minutes before applying the product. File away any dead skin with a disposable emery board or a pumice stone between treatments.\nIf your skin becomes too irritated, decrease how often you use this method to treat your wart. If you're pregnant, talk with your doctor before using an acid solution."", ""Freezing. Some liquid nitrogen products are available in nonprescription liquid or spray form (Compound W Freeze Off, Dr. Scholl's Freeze Away, others)."", 'Duct tape. Cover the wart with silver duct tape for six days. Then soak it in water and gently remove dead tissue with a pumice stone or disposable emery board. Leave the wart exposed for about 12 hours, and then repeat the process until the wart is gone.\nStudy results have been mixed on the effectiveness of duct tape in removing warts, either alone or with other therapies.']"
169,"Warts, genital, also known as
Genital warts",https://www.mayoclinic.org/diseases-conditions/genital-warts/symptoms-causes/syc-20355234,"Genital warts are one of the most common types of sexually transmitted infections. Nearly all sexually active people will become infected with at least one type of human papillomavirus (HPV), the virus that causes genital warts, at some point during their lives.","['Small, flesh-colored, brown or pink swellings in your genital area', 'A cauliflower-like shape caused by several warts close together', 'Itching or discomfort in your genital area', 'Bleeding with intercourse']",[]
170,"Warts, plantar, also known as
Plantar warts",https://www.mayoclinic.org/diseases-conditions/plantar-warts/symptoms-causes/syc-20352691,"Plantar warts are small, rough growths on the feet. They usually show up on the balls and heels of the feet, the areas that bear the most pressure. This pressure may also cause a wart to grow inward beneath a hard, thick layer of skin (callus).","['A small, rough growth on the bottom of your foot, usually at the base of the toes or on the ball or heel', 'On brown and Black skin, the growth may be lighter than unaffected skin', 'Hard, thickened skin (callus) over a spot on the skin, where a wart has grown inward', 'Black pinpoints, which are small clotted blood vessels commonly called wart seeds', 'A cluster of growths on the sole of the foot (mosaic warts)', 'A growth that interrupts the normal lines and ridges in the skin of your foot', 'Pain or tenderness when walking or standing']","[""Peeling medicine (salicylic acid). Nonprescription wart removal products are sold as a patch, gel or liquid. You'll likely be instructed to wash the site, soak it in warm water, and gently remove the top layer of softened skin with a pumice stone or emery board. Then after the skin has dried, you apply the solution or patch. Patches are often changed every 24 to 48 hours. Liquid products are used daily. It might take weeks to remove the wart using this method."", ""Freezing medicine (cryotherapy). Nonprescription medicines that freeze the wart include Compound W Freeze Off and Dr. Scholl's Freeze Away. The Food and Drug Administration cautions that some wart removers are flammable and shouldn't be used around fire, flame, heat sources (such as curling irons) and lit cigarettes."", 'Duct tape. Using duct tape to remove warts is a harmless but unproven approach. To try it, cover the wart with silver duct tape, changing it every few days. Between applications, soak the wart and gently remove dead tissue with a pumice stone or emery board. Then leave the wart open to the air to dry for a few hours before covering it with tape again.']"
171,"Warts, venereal, also known as
Genital warts",https://www.mayoclinic.org/diseases-conditions/genital-warts/symptoms-causes/syc-20355234,"Genital warts are one of the most common types of sexually transmitted infections. Nearly all sexually active people will become infected with at least one type of human papillomavirus (HPV), the virus that causes genital warts, at some point during their lives.","['Small, flesh-colored, brown or pink swellings in your genital area', 'A cauliflower-like shape caused by several warts close together', 'Itching or discomfort in your genital area', 'Bleeding with intercourse']",[]
172,"Water on the knee, also known as
Swollen knee",https://www.mayoclinic.org/diseases-conditions/swollen-knee/symptoms-causes/syc-20378129,A swollen knee occurs when excess fluid collects in or around your knee joint. Health care providers might refer to this condition as an effusion (uh-FU-zhun) in your knee joint.,"['Swelling. The skin around your kneecap can puff up noticeably, especially when you compare the affected knee to your other one.', 'Stiffness. When your knee joint contains excess fluid, you might not be able to bend or straighten your leg completely.', ""Pain. Depending on the cause of the fluid buildup, your knee might be very painful — to the point that it's impossible to bear weight on it.""]","['Rest. Avoid weight-bearing activities as much as possible.', 'Ice and elevation. To control pain and swelling, apply ice to your knee for 15 to 20 minutes every 2 to 4 hours. When you ice your knee, be sure to raise your knee higher than the level of your heart. Place pillows under your knee for comfort.', 'Compression. Wrapping your knee with an elastic bandage can help control the swelling.', 'Pain relievers. Over-the-counter medicines such as acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others) can help reduce your knee pain.']"
173,"Wegener's granulomatosis, also known as
Granulomatosis with polyangiitis",https://www.mayoclinic.org/diseases-conditions/granulomatosis-with-polyangiitis/symptoms-causes/syc-20351088,"Granulomatosis with polyangiitis is an uncommon disorder that causes inflammation of the blood vessels in your nose, sinuses, throat, lungs and kidneys.","['Pus-like drainage with crusts from your nose, stuffiness, sinus infections and nosebleeds', 'Coughing, sometimes with bloody phlegm', 'Shortness of breath or wheezing', 'Fever', 'Fatigue', 'Joint pain', 'Numbness in your limbs, fingers or toes', 'Weight loss', 'Blood in your urine', 'Skin sores, bruising or rashes', 'Eye redness, burning or pain, and vision problems', 'Ear inflammation and hearing problems']",[]
174,"Wermer syndrome, also known as
Multiple endocrine neoplasia, type 1 (MEN 1)",https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064,"Multiple endocrine neoplasia, type 1 (MEN 1), sometimes called Wermer's syndrome, is a rare disorder that causes tumors in the endocrine glands and parts of the small intestine and stomach. In MEN 1, the endocrine glands — usually the parathyroids, pancreas and pituitary — grow tumors and release excessive amounts of hormones that can lead to disease. However, the tumors are usually noncancerous (benign).","['Tiredness', 'Bone pain', 'Broken bones', 'Kidney stones', 'Ulcers in the stomach or intestines']",[]
175,"Wermer's syndrome, also known as
Multiple endocrine neoplasia, type 1 (MEN 1)",https://www.mayoclinic.org/diseases-conditions/men-1/symptoms-causes/syc-20353064,"Multiple endocrine neoplasia, type 1 (MEN 1), sometimes called Wermer's syndrome, is a rare disorder that causes tumors in the endocrine glands and parts of the small intestine and stomach. In MEN 1, the endocrine glands — usually the parathyroids, pancreas and pituitary — grow tumors and release excessive amounts of hormones that can lead to disease. However, the tumors are usually noncancerous (benign).","['Tiredness', 'Bone pain', 'Broken bones', 'Kidney stones', 'Ulcers in the stomach or intestines']",[]
176,West Nile virus,https://www.mayoclinic.org/diseases-conditions/west-nile-virus/symptoms-causes/syc-20350320,"A mosquito-transmitted virus causes most cases of West Nile infection. Most people infected with West Nile virus either don't develop signs or symptoms or have only minor ones, such as a fever and mild headache. However, some people develop a life-threatening illness that includes inflammation of the spinal cord or brain.","['Fever', 'Headache', 'Body aches', 'Vomiting', 'Diarrhea', 'Fatigue', 'Skin rash']",[]
177,Wet macular degeneration,https://www.mayoclinic.org/diseases-conditions/wet-macular-degeneration/symptoms-causes/syc-20351107,Wet macular degeneration is a chronic eye disorder that causes blurred vision or a blind spot in your visual field. It's generally caused by abnormal blood vessels that leak fluid or blood into the macula (MAK-u-luh). The macula is in the part of the retina responsible for central vision.,"['Visual distortions, such as straight lines seeming bent', 'Reduced central vision in one or both eyes', 'The need for brighter light when reading or doing close-up work', 'Increased difficulty adapting to low light levels, such as when entering a dimly lit restaurant', 'Increased blurriness of printed words', 'Decreased intensity or brightness of colors', 'Difficulty recognizing faces', 'A well-defined blurry spot or blind spot in your field of vision']","[""Don't smoke. If you smoke, ask your doctor for help to quit."", 'Choose a healthy diet. The antioxidant vitamins in fruits and vegetables contribute to eye health. Kale, spinach, broccoli, squash and other vegetables have high levels of antioxidants, including lutein and zeaxanthin, which may benefit people with macular degeneration. Foods containing high levels of zinc also may be of particular value in patients with macular degeneration. These include high-protein foods, such as beef, pork and lamb. Nonmeat sources include milk, cheese, yogurt, whole-grain cereals and whole-wheat bread.\nAnother good choice is healthy unsaturated fats, such as olive oil. And research studies have shown that a diet high in omega-3 fatty acids, such as those found in salmon, tuna and walnuts, may lower the risk of advanced macular degeneration. But the same benefit is not shown from taking omega-3 supplements, such as fish oil pills.', ""Manage your other medical conditions. If you have cardiovascular disease or high blood pressure, for example, take your medication and follow your doctor's instructions for controlling the condition."", 'Maintain a healthy weight and exercise regularly. If you need to lose weight, reduce the number of calories you eat and increase the amount of exercise you get each day.', 'Have routine eye exams. Ask your eye doctor about the recommended schedule for follow-up exams. In between checkups, you can do a self-assessment of your vision using an Amsler grid.']"
178,Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,"Wheat allergy is an allergic reaction to foods containing wheat. Allergic reactions can be caused by eating wheat and also, in some cases, by inhaling wheat flour.","['Swelling, itching or irritation of the mouth or throat', 'Hives, itchy rash or swelling of the skin', 'Nasal congestion', 'Headache', 'Difficulty breathing', 'Cramps, nausea or vomiting', 'Diarrhea', 'Anaphylaxis']","['Keep others informed. If your child has wheat allergy, make sure that anyone who takes care of your child, including the principal, teachers and nurse at school or child care, knows about the allergy and the signs of wheat exposure. If your child carries epinephrine, make sure school personnel know how to use the pen, if necessary, and that they need to contact emergency care immediately. Inform friends, relatives and co-workers of your own food allergy.', ""Wear a bracelet. A medical identification bracelet that describes the allergy and need for emergency care can help if you experience anaphylaxis and can't communicate."", ""Always read labels. Don't trust that a product is free of what you can't eat until you read the label. Wheat proteins, especially gluten, are used as food thickeners, and they appear in many unexpected places. Also, don't assume that once you've used a certain brand of a product, it will always be safe. Ingredients change."", 'Shop for gluten-free foods. Some specialty stores and supermarkets offer gluten-free foods, which are safe for people with wheat allergies. However, they may also be free of grains that you can eat, so sticking to gluten-free foods may limit your diet needlessly.', 'Consult wheat-free cookbooks. Cookbooks specializing in recipes without wheat can help you cook safely and enable you to enjoy baked goods and other foods made with substitutes for wheat.', 'Dine out cautiously. Tell restaurant staff about your allergy and how serious it can be if you eat anything with wheat. Ask staff how meals are prepared, and order simple dishes made with fresh foods. Avoid foods such as sauces that may have hidden sources of wheat proteins.']"
179,Whiplash,https://www.mayoclinic.org/diseases-conditions/whiplash/symptoms-causes/syc-20378921,"Whiplash is a neck injury due to forceful, rapid back-and-forth movement of the neck, like the cracking of a whip.","['Neck pain and stiffness', 'Worsening of pain with neck movement', 'Loss of range of motion in the neck', 'Headaches, most often starting at the base of the skull', 'Tenderness or pain in the shoulder, upper back or arms', 'Tingling or numbness in the arms', 'Fatigue', 'Dizziness']",[]
180,Whipple's disease,https://www.mayoclinic.org/diseases-conditions/whipples-disease/symptoms-causes/syc-20378946,"Whipple disease is a rare bacterial infection that most often affects your joints and digestive system. Whipple disease interferes with normal digestion by impairing the breakdown of foods, and hampering your body's ability to absorb nutrients, such as fats and carbohydrates.","['Diarrhea', 'Stomach cramping and pain, which may worsen after meals', 'Weight loss, associated with the malabsorption of nutrients']",[]
181,"White blood cell disorders in children, also known as
Pediatric white blood cell disorders",https://www.mayoclinic.org/diseases-conditions/pediatric-white-blood-cell-disorders/symptoms-causes/syc-20352674,"Your body produces white blood cells (leukocytes), which help fight bacterial infections, viruses and fungi. If your child has too few or too many white blood cells, in general, here's what it means:",[],[]
182,"Whiteheads, also known as
Acne",https://www.mayoclinic.org/diseases-conditions/acne/symptoms-causes/syc-20368047,"Acne is a skin condition that occurs when your hair follicles become plugged with oil and dead skin cells. It causes whiteheads, blackheads or pimples. Acne is most common among teenagers, though it affects people of all ages.","['Whiteheads (closed plugged pores)', 'Blackheads (open plugged pores)', 'Small red, tender bumps (papules)', 'Pimples (pustules), which are papules with pus at their tips', 'Large, solid, painful lumps under the skin (nodules)', 'Painful, pus-filled lumps under the skin (cystic lesions)']","[""Wash problem areas with a gentle cleanser. Twice a day, use your hands to wash your face with mild soap or a gentle cleanser (Cetaphil, Vanicream, others) and warm water. And be gentle if you're shaving affected skin.\nAvoid certain products, such as facial scrubs, astringents and masks. They tend to irritate the skin, which can worsen acne. Too much washing and scrubbing also can irritate the skin."", 'Try over-the-counter acne products to dry excess oil and promote peeling. Look for products containing benzoyl peroxide and adapalene as the active ingredients. You might also try products containing salicylic acid, glycolic acid or alpha hydroxy acids. It may take a few weeks of using a product before you see any improvement.\nCreams are less irritating than gels or ointments. Nonprescription acne medications may cause initial side effects — such as redness, dryness and scaling — that often improve after the first month of using them.', 'Avoid irritants. Oily or greasy cosmetics, sunscreens, hairstyling products or acne concealers can worsen acne. Instead, use products labeled water-based or noncomedogenic, which means they are less likely to cause acne.', 'Protect your skin from the sun. For some people, the sun worsens the discoloration that sometimes lingers after the acne has cleared. And some acne medications make you more susceptible to sunburn. Check with your doctor to see if your medication is one of these. If it is, stay out of the sun as much as possible. Regularly use a nonoily (noncomedogenic) moisturizer that includes a sunscreen.', 'Avoid friction or pressure on your skin. Protect your acne-prone skin from contact with items such as phones, helmets, tight collars or straps, and backpacks.', 'Avoid touching or picking acne-prone areas. Doing so can trigger more acne or lead to infection or scarring.', 'Shower after strenuous activities. Oil and sweat on your skin can lead to breakouts.']"
183,Whooping cough,https://www.mayoclinic.org/diseases-conditions/whooping-cough/symptoms-causes/syc-20378973,"Whooping cough (pertussis) is a highly contagious respiratory tract infection. In many people, it's marked by a severe hacking cough followed by a high-pitched intake of breath that sounds like ""whoop.""","['Runny nose', 'Nasal congestion', 'Red, watery eyes', 'Fever', 'Cough']","['Get plenty of rest. A cool, quiet and dark bedroom may help you relax and rest better.', 'Drink plenty of fluids. Water, juice and soups are good choices. In children, especially, watch for signs of dehydration, such as dry lips, crying without tears and infrequent urination.', 'Eat smaller meals. To avoid vomiting after coughing, eat smaller, more-frequent meals rather than large ones.', 'Clean the air. Keep your home free of irritants that can trigger coughing spells, such as tobacco smoke and fumes from fireplaces.', 'Prevent transmission. Cover your cough and wash your hands often; if you must be around others, wear a mask.']"
184,Wilms' tumor,https://www.mayoclinic.org/diseases-conditions/wilms-tumor/symptoms-causes/syc-20352655,"Wilms' tumor is a rare kidney cancer that primarily affects children. Also known as nephroblastoma, it's the most common cancer of the kidneys in children. Wilms' tumor most often affects children ages 3 to 4 and becomes much less common after age 5.","['An abdominal mass you can feel', 'Abdominal swelling', 'Abdominal pain']",[]
185,Wilson's disease,https://www.mayoclinic.org/diseases-conditions/wilsons-disease/symptoms-causes/syc-20353251,"Wilson's disease is a rare inherited disorder that causes copper to accumulate in your liver, brain and other vital organs. Most people with Wilson's disease are diagnosed between the ages of 5 and 35, but it can affect younger and older people, as well.","['Fatigue, lack of appetite or abdominal pain', 'A yellowing of the skin and the whites of the eye (jaundice)', 'Golden-brown eye discoloration (Kayser-Fleischer rings)', 'Fluid buildup in the legs or abdomen', 'Problems with speech, swallowing or physical coordination', 'Uncontrolled movements or muscle stiffness']","['Liver', 'Shellfish', 'Mushrooms', 'Nuts', 'Chocolate']"
186,"Wisdom teeth, impacted, also known as
Impacted wisdom teeth",https://www.mayoclinic.org/diseases-conditions/wisdom-teeth/symptoms-causes/syc-20373808,Impacted wisdom teeth are third molars at the back of the mouth that don't have enough room to emerge or develop normally.,"['Red or swollen gums', 'Tender or bleeding gums', 'Jaw pain', 'Swelling around the jaw', 'Bad breath', 'An unpleasant taste in your mouth', 'Difficulty opening your mouth']",[]
187,Wolff-Parkinson-White (WPW) syndrome,https://www.mayoclinic.org/diseases-conditions/wolff-parkinson-white-syndrome/symptoms-causes/syc-20354626,"In Wolff-Parkinson-White (WPW) syndrome, an extra signaling pathway between the heart's upper and lower chambers causes a fast heartbeat (tachycardia). WPW syndrome is a heart condition present at birth (congenital heart defect). It is fairly rare.","['A rapid, fluttering or pounding heartbeat (palpitations)', 'Chest pain', 'Difficulty breathing', 'Dizziness or lightheadedness', 'Fainting', 'Fatigue', 'Shortness of breath', 'Anxiety']","['Avoid caffeine or other stimulants.', ""Don't smoke."", 'Eat a healthy diet.', 'Get regular exercise.', 'Limit or avoid alcohol.', 'Maintain a healthy weight.', 'Manage emotional stress.']"
