,disease,link,overview,symptoms,remedies
139,"Variola, also known as
Smallpox",https://www.mayoclinic.org/diseases-conditions/smallpox/symptoms-causes/syc-20353027,"Smallpox is a serious and often deadly viral infection. It's contagious — meaning it spreads from person to person — and can cause permanent scarring. Sometimes, it causes disfigurement.","['Fever', 'Muscle aches', 'Headache', 'Severe fatigue', 'Severe back pain', 'Vomiting, sometimes']",[]
140,Vascular dementia,https://www.mayoclinic.org/diseases-conditions/vascular-dementia/symptoms-causes/syc-20378793,"Vascular dementia is a general term describing problems with reasoning, planning, judgment, memory and other thought processes caused by brain damage from impaired blood flow to your brain.","['Confusion', 'Trouble paying attention and concentrating', 'Reduced ability to organize thoughts or actions', 'Decline in ability to analyze a situation, develop an effective plan and communicate that plan to others', 'Slowed thinking', 'Difficulty with organization', 'Difficulty deciding what to do next', 'Problems with memory', 'Restlessness and agitation', 'Unsteady gait', 'Sudden or frequent urge to urinate or inability to control passing urine', 'Depression or apathy']","['Participate in regular physical activity', 'Eat healthy', 'Try to maintain a normal weight', 'Engage in social activities', 'Challenge your brain with games, puzzles and new activities, such as an art class or listening to new music', 'Limit how much alcohol you drink']"
141,Vascular rings,https://www.mayoclinic.org/diseases-conditions/vascular-rings/cdc-20389579,,[],"['Any signs and symptoms your child is having, including any that may seem unrelated to heart problems.', 'When each symptom began.', ""All medications, vitamins or supplements that the child's birth mother took during pregnancy. Include herbs and supplements and any medicines bought without a prescription."", 'Any medical conditions the birth mother of the child has or had.', 'Whether or not the birth mother drank alcohol during pregnancy.']"
142,Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,"Vasculitis involves inflammation of the blood vessels. The inflammation can cause the walls of the blood vessels to thicken, which reduces the width of the passageway through the vessel. If blood flow is restricted, it can result in organ and tissue damage.","['Fever', 'Headache', 'Fatigue', 'Weight loss', 'General aches and pains']",[]
143,"Vasomotor rhinitis, also known as
Nonallergic rhinitis",https://www.mayoclinic.org/diseases-conditions/nonallergic-rhinitis/symptoms-causes/syc-20351229,"Nonallergic rhinitis involves chronic sneezing or a congested, drippy nose with no apparent cause. Nonallergic rhinitis symptoms are similar to those of hay fever (allergic rhinitis), but with none of the usual evidence of an allergic reaction.","['Stuffy or runny nose', 'Sneezing', 'Mucus in the throat', 'Cough']","[""Rinse your nasal passages. Use a specially designed squeeze bottle — such as the one included in saline kits — a bulb syringe or a neti pot to irrigate your nasal passages. This home remedy, called nasal lavage, can help keep your nose free of irritants. When used daily, this is one of the most effective treatments for nonallergic rhinitis.\nTo prevent infection, use water that's distilled, sterile, previously boiled and cooled, or filtered using a filter with an absolute pore size of 1 micron or smaller to make up the irrigation solution. Also be sure to rinse the irrigation device after each use with similarly distilled, sterile, previously boiled and cooled, or filtered water and leave open to air-dry."", 'Blow your nose. Regularly and gently blow your nose if mucus or irritants are present.', ""Humidify. If the air in your home or office is dry, set up a humidifier in your work or sleep location. Be sure to regularly clean the humidifier according to the manufacturer's instructions. You can also breathe in the steam from a warm shower to help loosen the mucus in your nose and clear your head of stuffiness."", 'Drink liquids. Drinking plenty of liquids, including water, juice and caffeine-free tea, can help loosen the mucus in your nose. Avoid caffeinated beverages.']"
144,Vasovagal syncope,https://www.mayoclinic.org/diseases-conditions/vasovagal-syncope/symptoms-causes/syc-20350527,"Vasovagal syncope (vay-zoh-VAY-gul SING-kuh-pee) occurs when you faint because your body overreacts to certain triggers, such as the sight of blood or extreme emotional distress. It may also be called neurocardiogenic syncope.","['Pale skin', 'Lightheadedness', ""Tunnel vision — your field of vision narrows so that you see only what's in front of you"", 'Nausea', 'Feeling warm', 'A cold, clammy sweat', 'Blurred vision']",[]
145,"vCJD, also known as
Creutzfeldt-Jakob disease",https://www.mayoclinic.org/diseases-conditions/creutzfeldt-jakob-disease/symptoms-causes/syc-20371226,"Creutzfeldt-Jakob (KROITS-felt YAH-kobe) disease (CJD) is a degenerative brain disorder that leads to dementia and, ultimately, death. Creutzfeldt-Jakob disease symptoms can be similar to those of other dementia-like brain disorders, such as Alzheimer's disease. But Creutzfeldt-Jakob disease usually progresses much more rapidly.","['Personality changes', 'Memory loss', 'Impaired thinking', 'Blurred vision or blindness', 'Insomnia', 'Incoordination', 'Difficulty speaking', 'Difficulty swallowing', 'Sudden, jerky movements']",[]
146,"Velocardiofacial syndrome, also known as
DiGeorge syndrome (22q11.2 deletion syndrome)",https://www.mayoclinic.org/diseases-conditions/digeorge-syndrome/symptoms-causes/syc-20353543,"DiGeorge syndrome, more accurately known by a broader term — 22q11.2 deletion syndrome — is a disorder caused when a small part of chromosome 22 is missing. This deletion results in the poor development of several body systems.","['Heart murmur and bluish skin due to poor circulation of oxygen-rich blood (cyanosis) as a result of a heart defect', 'Frequent infections', 'Certain facial features, such as an underdeveloped chin, low-set ears, wide-set eyes or a narrow groove in the upper lip', 'A gap in the roof of the mouth (cleft palate) or other problems with the palate', 'Delayed growth', 'Difficulty feeding, failure to gain weight or gastrointestinal problems', 'Breathing problems', 'Poor muscle tone', 'Delayed development, such as delays in rolling over, sitting up or other infant milestones', 'Delayed speech development or nasal-sounding speech', 'Learning delays or disabilities', 'Behavior problems']",[]
147,"Venereal warts, also known as
Genital warts",https://www.mayoclinic.org/diseases-conditions/genital-warts/symptoms-causes/syc-20355234,"Genital warts are one of the most common types of sexually transmitted infections. Nearly all sexually active people will become infected with at least one type of human papillomavirus (HPV), the virus that causes genital warts, at some point during their lives.","['Small, flesh-colored, brown or pink swellings in your genital area', 'A cauliflower-like shape caused by several warts close together', 'Itching or discomfort in your genital area', 'Bleeding with intercourse']",[]
148,Ventricular fibrillation,https://www.mayoclinic.org/diseases-conditions/ventricular-fibrillation/symptoms-causes/syc-20364523,"Ventricular fibrillation is a type of abnormal heart rhythm (arrhythmia). During ventricular fibrillation, disorganized heart signals cause the lower heart chambers (ventricles) to twitch (quiver) uselessly. As a result, the heart doesn't pump blood to the rest of the body.","['Chest pain', 'Very fast heartbeat (tachycardia)', 'Dizziness', 'Nausea', 'Shortness of breath']","['Eat a healthy diet. Heart-healthy foods include fruits, vegetables and whole grains, as well as lean protein sources such as soy, beans, nuts, fish, skinless poultry and low-fat dairy products. Avoid added salt (sodium), added sugars and saturated fats.', 'Exercise regularly. Get at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous aerobic activity a week, or a combination of moderate and vigorous activity. The guidelines suggest that you spread out this exercise during the course of a week.', ""Don't smoke. If you need help quitting, talk with your doctor about strategies to help."", 'Keep your blood pressure and cholesterol levels in a healthy range. Maintaining a healthy body weight can help control blood pressure and cholesterol. Take medications as prescribed to manage high blood pressure or high cholesterol.', 'Limit alcohol. Too much alcohol can damage your heart. If you choose to drink alcohol, do so in moderation. For healthy adults, that means up to one drink a day for women and up to two drinks a day for men.', 'Get regular checkups. Take your medications as prescribed and have regular follow-up appointments with your doctor. Tell your doctor if your symptoms worsen.']"
149,"Ventricular premature contraction, also known as
Premature ventricular contractions (PVCs)",https://www.mayoclinic.org/diseases-conditions/premature-ventricular-contractions/symptoms-causes/syc-20376757,"Premature ventricular contractions (PVCs) are extra heartbeats that begin in one of the heart's two lower pumping chambers (ventricles). These extra beats disrupt the regular heart rhythm, sometimes causing a sensation of a fluttering or a skipped beat in the chest.","['Fluttering', 'Pounding or jumping', 'Skipped beats or missed beats', 'Increased awareness of the heartbeat']","['Track your triggers. If you have frequent PVCs, keeping a diary of the day and timing of symptoms may be helpful. A diary may help identify foods, drinks or activities that trigger the premature ventricular contractions.', 'Modify your substance use. Caffeine, alcohol, tobacco and stimulant drugs are known triggers of premature ventricular contractions. Reducing or avoiding such items may reduce PVC symptoms.', 'Manage stress. Anxiety can trigger irregular heartbeats. Find ways to help reduce emotional stress. Getting more exercise, practicing mindfulness and connecting with others in support groups are some ways to tame stress. If you need help managing anxiety, talk to your health care provider about strategies and medications that may help.']"
150,Ventricular septal defect (VSD),https://www.mayoclinic.org/diseases-conditions/ventricular-septal-defect/symptoms-causes/syc-20353495,"A ventricular septal defect (VSD), a hole in the heart, is a common heart defect that's present at birth (congenital). The hole (defect) occurs in the wall (septum) that separates the heart's lower chambers (ventricles) and allows blood to pass from the left to the right side of the heart. The oxygen-rich blood then gets pumped back to the lungs instead of out to the body, causing the heart to work harder.","['Poor eating, failure to thrive', 'Fast breathing or breathlessness', 'Easy tiring']","[""Consider pregnancy carefully. Before becoming pregnant, talk to a doctor trained in heart conditions (cardiologist) to determine if you can undergo pregnancy safely. This is especially important if you're taking medications. It's also important to see both an obstetrician and a cardiologist during pregnancy.\nHaving a repaired VSD without complications or having a small defect doesn't pose a large additional pregnancy risk. However, having an unrepaired, larger defect; heart failure; pulmonary hypertension; abnormal heart rhythms; or other heart defects poses a high risk to both mother and fetus.\nDoctors strongly advise women with Eisenmenger syndrome not to become pregnant because of the high risk of complications."", ""Prevent endocarditis. You or your child usually won't need to take antibiotics before certain dental procedures to prevent an infection of the heart's inner lining (endocarditis).\nHowever, your doctor may recommend antibiotics if you've had prior endocarditis, a heart valve replacement, if you have had a recent VSD repair with artificial material, if you still have leaks through the VSD, if the repaired VSD is next to a defect that's been repaired with artificial material, or if you have a large ventricular septal defect that's causing low oxygen levels.\nFor most people with a ventricular septal defect, good oral hygiene and regular dental checkups can prevent endocarditis."", ""Follow exercise recommendations. Your doctor can advise you about which activities are safe for you or your child. If some activities pose special dangers, encourage your child to engage in other, safer activities. Keep in mind that many children with VSDs can lead healthy, fully active, productive lives.\nChildren with small defects or a repaired hole in the heart will usually have few or no restrictions on activity or exercise. Children whose hearts don't pump as normally will need to follow some limits. A child with irreversible pulmonary hypertension (Eisenmenger syndrome) has the greatest number of restrictions.""]"
151,Ventricular tachycardia,https://www.mayoclinic.org/diseases-conditions/ventricular-tachycardia/symptoms-causes/syc-20355138,Ventricular tachycardia is a heart rhythm problem (arrhythmia) caused by irregular electrical signals in the lower chambers of the heart (ventricles). This condition may also be called V-tach or VT.,"['Chest pain (angina)', 'Dizziness', 'Pounding heartbeat (palpitations)', 'Lightheadedness', 'Shortness of breath']",[]
152,Vertebral tumor,https://www.mayoclinic.org/diseases-conditions/vertebral-tumor/symptoms-causes/syc-20350123,A vertebral tumor is a type of spinal tumor affecting the bones or vertebrae of the spine. Spinal tumors that begin within the spinal cord or the covering of the spinal cord (dura) are called spinal cord tumors.,"['Pain at the site of the tumor due to tumor growth', 'Back pain, often radiating to other parts of your body', ""Back pain that's worse at night"", 'Loss of sensation or muscle weakness, especially in your arms or legs', 'Difficulty walking, sometimes leading to falls', 'Feeling less sensitive to cold, heat and pain', 'Loss of bowel or bladder function', 'Paralysis, which may be mild or severe, and can strike in different areas throughout the body']",[]
153,Vesicoureteral reflux,https://www.mayoclinic.org/diseases-conditions/vesicoureteral-reflux/symptoms-causes/syc-20378819,"Vesicoureteral (ves-ih-koe-yoo-REE-tur-ul) reflux is the abnormal flow of urine from your bladder back up the tubes (ureters) that connect your kidneys to your bladder. Normally, urine flows from your kidneys through the ureters down to your bladder. It's not supposed to flow back up.","['A strong, persistent urge to urinate', 'A burning sensation when urinating', 'The need to pass small amounts of urine frequently', 'Cloudy urine', 'Fever', 'Pain in your side (flank) or abdomen']","['Encourage your child to drink fluids, particularly water. Drinking water dilutes urine and may help flush out bacteria.', ""Provide a heating pad or a warm blanket or towel. Warmth can help minimize feelings of pressure or pain. If you don't have a heating pad, place a towel or blanket in the dryer for a few minutes to warm it up. Be sure the towel or blanket is just warm, not hot, and then place it over your child's abdomen.""]"
154,"Vestibular schwannoma, also known as
Acoustic neuroma",https://www.mayoclinic.org/diseases-conditions/acoustic-neuroma/symptoms-causes/syc-20356127,"Acoustic neuroma, also known as vestibular schwannoma, is a noncancerous and usually slow-growing tumor that develops on the main (vestibular) nerve leading from your inner ear to your brain. Branches of this nerve directly influence your balance and hearing, and pressure from an acoustic neuroma can cause hearing loss, ringing in your ear and unsteadiness.","['Hearing loss, usually gradually worsening over months to years — although in rare cases sudden — and occurring on only one side or more severe on one side', 'Ringing (tinnitus) in the affected ear', 'Unsteadiness or loss of balance', 'Dizziness (vertigo)', 'Facial numbness and weakness or loss of muscle movement']",[]
155,"V-fib, also known as
Ventricular fibrillation",https://www.mayoclinic.org/diseases-conditions/ventricular-fibrillation/symptoms-causes/syc-20364523,"Ventricular fibrillation is a type of abnormal heart rhythm (arrhythmia). During ventricular fibrillation, disorganized heart signals cause the lower heart chambers (ventricles) to twitch (quiver) uselessly. As a result, the heart doesn't pump blood to the rest of the body.","['Chest pain', 'Very fast heartbeat (tachycardia)', 'Dizziness', 'Nausea', 'Shortness of breath']","['Eat a healthy diet. Heart-healthy foods include fruits, vegetables and whole grains, as well as lean protein sources such as soy, beans, nuts, fish, skinless poultry and low-fat dairy products. Avoid added salt (sodium), added sugars and saturated fats.', 'Exercise regularly. Get at least 150 minutes of moderate aerobic activity or 75 minutes of vigorous aerobic activity a week, or a combination of moderate and vigorous activity. The guidelines suggest that you spread out this exercise during the course of a week.', ""Don't smoke. If you need help quitting, talk with your doctor about strategies to help."", 'Keep your blood pressure and cholesterol levels in a healthy range. Maintaining a healthy body weight can help control blood pressure and cholesterol. Take medications as prescribed to manage high blood pressure or high cholesterol.', 'Limit alcohol. Too much alcohol can damage your heart. If you choose to drink alcohol, do so in moderation. For healthy adults, that means up to one drink a day for women and up to two drinks a day for men.', 'Get regular checkups. Take your medications as prescribed and have regular follow-up appointments with your doctor. Tell your doctor if your symptoms worsen.']"
156,Viral gastroenteritis (stomach flu),https://www.mayoclinic.org/diseases-conditions/viral-gastroenteritis/symptoms-causes/syc-20378847,"Viral gastroenteritis is an intestinal infection that includes signs and symptoms such as watery diarrhea, stomach cramps, nausea or vomiting, and sometimes fever.","['Watery, usually nonbloody diarrhea — bloody diarrhea usually means you have a different, more severe infection', 'Nausea, vomiting or both', 'Stomach cramps and pain', 'Occasional muscle aches or headache', 'Low-grade fever']","['Let your stomach settle. Stop eating solid foods for a few hours.', 'Try sucking on ice chips or taking small sips of water often. You might also try drinking clear soda, clear broths or noncaffeinated sports drinks. In some cases you can try oral rehydration solutions. Drink plenty of liquid every day, taking small, frequent sips.', ""Ease back into eating. As you're able, you can return to eating your normal diet. You might find that you can eat bland, easy-to-digest foods at first, such as soda crackers, soup, oats, noodles, bananas and rice. Stop eating if your nausea returns."", 'Avoid certain foods and substances until you feel better. These include caffeine, alcohol, nicotine, and fatty or highly seasoned foods.', 'Get plenty of rest. The illness and dehydration may have made you weak and tired.', 'Try anti-diarrhea medications. Some adults may find it helpful to take loperamide (Imodium A-D) or bismuth subsalicylate (Pepto-Bismol, others) to manage their symptoms. However, avoid these if you have bloody diarrhea or fever, which could be signs of another condition.']"
157,Viral hemorrhagic fevers,https://www.mayoclinic.org/diseases-conditions/viral-hemorrhagic-fevers/symptoms-causes/syc-20351260,"Viral hemorrhagic (hem-uh-RAJ-ik) fevers are infectious diseases that can cause severe, life-threatening illness. They can damage the walls of tiny blood vessels, making them leak, and can hamper the blood's ability to clot. The resulting internal bleeding is usually not life-threatening, but the diseases can be.","['Fever', 'Fatigue, weakness or general feeling of being unwell', 'Dizziness', 'Muscle, bone or joint aches', 'Nausea and vomiting', 'Diarrhea']",[]
158,Vitamin deficiency anemia,https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025,Vitamin deficiency anemia is a lack of healthy red blood cells caused by lower than usual amounts of vitamin B-12 and folate.,"['Fatigue', 'Shortness of breath', 'Dizziness', 'Pale or yellowish skin', 'Irregular heartbeats', 'Weight loss', 'Numbness or tingling in the hands and feet', 'Muscle weakness', 'Personality changes', 'Unsteady movements', 'Mental confusion or forgetfulness']",[]
159,Vitiligo,https://www.mayoclinic.org/diseases-conditions/vitiligo/symptoms-causes/syc-20355912,Vitiligo (vit-ih-LIE-go) is a disease that causes loss of skin color in patches. The discolored areas usually get bigger with time. The condition can affect the skin on any part of the body. It can also affect hair and the inside of the mouth.,"['Patchy loss of skin color, which usually first appears on the hands, face, and areas around body openings and the genitals', 'Premature whitening or graying of the hair on your scalp, eyelashes, eyebrows or beard', 'Loss of color in the tissues that line the inside of the mouth and nose (mucous membranes)']","[""Protect your skin from the sun and artificial sources of UV light. Use a broad-spectrum, water-resistant sunscreen with an SPF of at least 30. Apply sunscreen generously and reapply every two hours — or more often if you're swimming or sweating.\nYou can also seek shade and wear clothing that shields your skin from the sun. Don't use tanning beds and sunlamps.\nProtecting your skin from the sun helps prevent sunburn of the discolored skin. Sunscreen also minimizes tanning, which accentuates the vitiligo patches."", ""Conceal affected skin. Makeup and self-tanning products can help minimize the differences in skin color. You may need to try several brands of makeup or self-tanners to find one that blends well with your normal skin tone. The coloring of self-tanning products doesn't wash off, but it gradually fades over several days. If you use a self-tanner, select one that contains dihydroxyacetone, as it is approved by the U.S. Food and Drug Administration."", ""Don't get a tattoo. Damage to your skin, such as that caused by a tattoo, may cause a new patch of vitiligo to appear within two weeks.""]"
160,Vocal cord paralysis,https://www.mayoclinic.org/diseases-conditions/vocal-cord-paralysis/symptoms-causes/syc-20378873,Vocal cord paralysis is a condition in which you can't control the movement of the muscles that control your voice. It happens when the nerve impulses to your voice box (larynx) are disrupted. This results in paralysis of the vocal cord muscles.,"['A breathy quality to the voice', 'Hoarseness', 'Noisy breathing', 'Shortness of breath', 'Loss of vocal pitch', 'Choking or coughing while swallowing food, drink or saliva', 'The need to take frequent breaths while speaking', 'Inability to speak loudly', 'Loss of your gag reflex', 'Ineffective coughing', 'Frequent throat clearing']",[]
161,"Vocal fold paralysis, also known as
Vocal cord paralysis",https://www.mayoclinic.org/diseases-conditions/vocal-cord-paralysis/symptoms-causes/syc-20378873,Vocal cord paralysis is a condition in which you can't control the movement of the muscles that control your voice. It happens when the nerve impulses to your voice box (larynx) are disrupted. This results in paralysis of the vocal cord muscles.,"['A breathy quality to the voice', 'Hoarseness', 'Noisy breathing', 'Shortness of breath', 'Loss of vocal pitch', 'Choking or coughing while swallowing food, drink or saliva', 'The need to take frequent breaths while speaking', 'Inability to speak loudly', 'Loss of your gag reflex', 'Ineffective coughing', 'Frequent throat clearing']",[]
162,Voice disorders,https://www.mayoclinic.org/diseases-conditions/voice-disorders/symptoms-causes/syc-20353022,"People develop voice problems for many reasons. Doctors who specialize in ear, nose and throat disorders and speech pathology specialists are involved in diagnosing and treating voice disorders.",[],[]
163,Von Willebrand disease,https://www.mayoclinic.org/diseases-conditions/von-willebrand-disease/symptoms-causes/syc-20354978,"Von Willebrand disease is a lifelong bleeding disorder in which your blood doesn't clot properly. People with the disease have low levels of von Willebrand factor, a protein that helps blood clot, or the protein doesn't perform as it should.","['Excessive bleeding from an injury or after surgery or dental work', ""Frequent nosebleeds that don't stop within 10 minutes"", 'Heavy or long menstrual bleeding', 'Heavy bleeding during labor and delivery', 'Blood in your urine or stool', 'Easy bruising or lumpy bruises']","['Switch pain relievers. To help prevent bleeding episodes, talk with your doctor before taking blood-thinning medications — such as aspirin, ibuprofen (Advil, Motrin IB, others) or naproxen sodium (Aleve). Your doctor might instead recommend pain and fever relievers such as acetaminophen (Tylenol, others).', 'Tell your doctors and dentist. Let your doctors or dentist know that you have von Willebrand disease before you have surgery, start a new medication or give birth. Also mention whether anyone in your family has a history of excessive bleeding.', ""Consider wearing a medical ID bracelet. Make sure it notes that you have von Willebrand disease, which will be helpful to medical personnel if you're in an accident or taken to an emergency room. Also carry a medical alert card in your wallet."", 'Be active and safe. Exercise is part of attaining or maintaining a healthy weight. Avoid activities that could cause bruising, such as football, wrestling and hockey.']"
164,"VPCs, also known as
Premature ventricular contractions (PVCs)",https://www.mayoclinic.org/diseases-conditions/premature-ventricular-contractions/symptoms-causes/syc-20376757,"Premature ventricular contractions (PVCs) are extra heartbeats that begin in one of the heart's two lower pumping chambers (ventricles). These extra beats disrupt the regular heart rhythm, sometimes causing a sensation of a fluttering or a skipped beat in the chest.","['Fluttering', 'Pounding or jumping', 'Skipped beats or missed beats', 'Increased awareness of the heartbeat']","['Track your triggers. If you have frequent PVCs, keeping a diary of the day and timing of symptoms may be helpful. A diary may help identify foods, drinks or activities that trigger the premature ventricular contractions.', 'Modify your substance use. Caffeine, alcohol, tobacco and stimulant drugs are known triggers of premature ventricular contractions. Reducing or avoiding such items may reduce PVC symptoms.', 'Manage stress. Anxiety can trigger irregular heartbeats. Find ways to help reduce emotional stress. Getting more exercise, practicing mindfulness and connecting with others in support groups are some ways to tame stress. If you need help managing anxiety, talk to your health care provider about strategies and medications that may help.']"
165,Vulvar cancer,https://www.mayoclinic.org/diseases-conditions/vulvar-cancer/symptoms-causes/syc-20368051,"Vulvar cancer is a type of cancer that occurs on the outer surface area of the female genitalia. The vulva is the area of skin that surrounds the urethra and vagina, including the clitoris and labia.","[""Itching that doesn't go away"", 'Pain and tenderness', ""Bleeding that isn't from menstruation"", 'Skin changes, such as color changes or thickening', 'A lump, wartlike bumps or an open sore (ulcer)']",[]
166,Vulvodynia,https://www.mayoclinic.org/diseases-conditions/vulvodynia/symptoms-causes/syc-20353423,"Vulvodynia (vul-voe-DIN-e-uh) is chronic pain or discomfort around the opening of your vagina (vulva) for which there's no identifiable cause and which lasts at least three months. The pain, burning or irritation associated with vulvodynia can make you so uncomfortable that sitting for long periods or having sex becomes unthinkable. The condition can last for months to years.","['Burning', 'Soreness', 'Stinging', 'Rawness', 'Painful intercourse (dyspareunia)', 'Throbbing', 'Itching']","['Try cold compresses or gel packs. Place them directly on your external genital area to ease pain and itching.', 'Soak in a sitz bath. Two to three times a day, sit in comfortable, lukewarm (not hot) or cool water with Epsom salts or colloidal oatmeal for five to 10 minutes.', 'Avoid tightfitting pantyhose and nylon underwear. Tight clothing restricts airflow to your genital area, often leading to increased temperature and moisture that can cause irritation. Wear white, cotton underwear to increase ventilation and dryness. Try sleeping without underwear at night.', 'Avoid hot tubs and soaking in hot baths. Spending time in hot water can cause discomfort and itching.', ""Don't use deodorant tampons or pads. The deodorant can be irritating. If pads are irritating, switch to 100 percent cotton pads."", 'Avoid activities that put pressure on your vulva, such as biking or horseback riding.', 'Wash gently. Scrubbing the affected area harshly or washing too often can increase irritation. Instead, use plain water to gently clean your vulva with your hand and pat the area dry. After bathing, apply a preservative-free emollient, such as plain petroleum jelly, to create a protective barrier.', ""Use lubricants. If you're sexually active, apply a lubricant before having sex. Don't use products that contain alcohol, flavor, or warming or cooling agents.""]"
167,Waldenstrom macroglobulinemia,https://www.mayoclinic.org/diseases-conditions/waldenstrom-macroglobulinemia/symptoms-causes/syc-20359967,Waldenstrom macroglobulinemia (mak-roe-glob-u-lih-NEE-me-uh) is a rare type of cancer that begins in the white blood cells.,"['Easy bruising', 'Bleeding from the nose or the gums', 'Fatigue', 'Weight loss', 'Numbness in your hands or feet', 'Fever', 'Headache', 'Shortness of breath', 'Changes in vision', 'Confusion']",[]
168,"Warts, common, also known as
Common warts",https://www.mayoclinic.org/diseases-conditions/common-warts/symptoms-causes/syc-20371125,"Common warts are small, grainy skin growths that occur most often on your fingers or hands. Rough to the touch, common warts also often feature a pattern of tiny black dots, which are small, clotted blood vessels.","['Small, fleshy, grainy bumps', 'Rough to the touch', 'Sprinkled with black pinpoints, which are small, clotted blood vessels']","[""Peeling medicine (salicylic acid). Nonprescription wart removal products such as salicylic acid are available as a patch, ointment, pad and liquid. For common warts, look for a 17 percent salicylic acid solution. These products (Compound W, Dr. Scholl's Clear Away Wart Remover, others) are usually used daily, often for a few weeks. For best results, soak your wart in warm water for a few minutes before applying the product. File away any dead skin with a disposable emery board or a pumice stone between treatments.\nIf your skin becomes too irritated, decrease how often you use this method to treat your wart. If you're pregnant, talk with your doctor before using an acid solution."", ""Freezing. Some liquid nitrogen products are available in nonprescription liquid or spray form (Compound W Freeze Off, Dr. Scholl's Freeze Away, others)."", 'Duct tape. Cover the wart with silver duct tape for six days. Then soak it in water and gently remove dead tissue with a pumice stone or disposable emery board. Leave the wart exposed for about 12 hours, and then repeat the process until the wart is gone.\nStudy results have been mixed on the effectiveness of duct tape in removing warts, either alone or with other therapies.']"
169,"Warts, genital, also known as
Genital warts",https://www.mayoclinic.org/diseases-conditions/genital-warts/symptoms-causes/syc-20355234,"Genital warts are one of the most common types of sexually transmitted infections. Nearly all sexually active people will become infected with at least one type of human papillomavirus (HPV), the virus that causes genital warts, at some point during their lives.","['Small, flesh-colored, brown or pink swellings in your genital area', 'A cauliflower-like shape caused by several warts close together', 'Itching or discomfort in your genital area', 'Bleeding with intercourse']",[]
170,"Warts, plantar, also known as
Plantar warts",https://www.mayoclinic.org/diseases-conditions/plantar-warts/symptoms-causes/syc-20352691,"Plantar warts are small, rough growths on the feet. They usually show up on the balls and heels of the feet, the areas that bear the most pressure. This pressure may also cause a wart to grow inward beneath a hard, thick layer of skin (callus).","['A small, rough growth on the bottom of your foot, usually at the base of the toes or on the ball or heel', 'On brown and Black skin, the growth may be lighter than unaffected skin', 'Hard, thickened skin (callus) over a spot on the skin, where a wart has grown inward', 'Black pinpoints, which are small clotted blood vessels commonly called wart seeds', 'A cluster of growths on the sole of the foot (mosaic warts)', 'A growth that interrupts the normal lines and ridges in the skin of your foot', 'Pain or tenderness when walking or standing']","[""Peeling medicine (salicylic acid). Nonprescription wart removal products are sold as a patch, gel or liquid. You'll likely be instructed to wash the site, soak it in warm water, and gently remove the top layer of softened skin with a pumice stone or emery board. Then after the skin has dried, you apply the solution or patch. Patches are often changed every 24 to 48 hours. Liquid products are used daily. It might take weeks to remove the wart using this method."", ""Freezing medicine (cryotherapy). Nonprescription medicines that freeze the wart include Compound W Freeze Off and Dr. Scholl's Freeze Away. The Food and Drug Administration cautions that some wart removers are flammable and shouldn't be used around fire, flame, heat sources (such as curling irons) and lit cigarettes."", 'Duct tape. Using duct tape to remove warts is a harmless but unproven approach. To try it, cover the wart with silver duct tape, changing it every few days. Between applications, soak the wart and gently remove dead tissue with a pumice stone or emery board. Then leave the wart open to the air to dry for a few hours before covering it with tape again.']"
171,"Warts, venereal, also known as
Genital warts",https://www.mayoclinic.org/diseases-conditions/genital-warts/symptoms-causes/syc-20355234,"Genital warts are one of the most common types of sexually transmitted infections. Nearly all sexually active people will become infected with at least one type of human papillomavirus (HPV), the virus that causes genital warts, at some point during their lives.","['Small, flesh-colored, brown or pink swellings in your genital area', 'A cauliflower-like shape caused by several warts close together', 'Itching or discomfort in your genital area', 'Bleeding with intercourse']",[]
172,"Water on the knee, also known as
Swollen knee",https://www.mayoclinic.org/diseases-conditions/swollen-knee/symptoms-causes/syc-20378129,A swollen knee occurs when excess fluid collects in or around your knee joint. Health care providers might refer to this condition as an effusion (uh-FU-zhun) in your knee joint.,"['Swelling. The skin around your kneecap can puff up noticeably, especially when you compare the affected knee to your other one.', 'Stiffness. When your knee joint contains excess fluid, you might not be able to bend or straighten your leg completely.', ""Pain. Depending on the cause of the fluid buildup, your knee might be very painful — to the point that it's impossible to bear weight on it.""]","['Rest. Avoid weight-bearing activities as much as possible.', 'Ice and elevation. To control pain and swelling, apply ice to your knee for 15 to 20 minutes every 2 to 4 hours. When you ice your knee, be sure to raise your knee higher than the level of your heart. Place pillows under your knee for comfort.', 'Compression. Wrapping your knee with an elastic bandage can help control the swelling.', 'Pain relievers. Over-the-counter medicines such as acetaminophen (Tylenol, others) or ibuprofen (Advil, Motrin IB, others) can help reduce your knee pain.']"
