,disease,link,overview,symptoms,remedies
157,"OHSS, also known as
Ovarian hyperstimulation syndrome",https://www.mayoclinic.org/diseases-conditions/ovarian-hyperstimulation-syndrome-ohss/symptoms-causes/syc-20354697,Ovarian hyperstimulation syndrome is an exaggerated response to excess hormones. It usually occurs in women taking injectable hormone medications to stimulate the development of eggs in the ovaries. Ovarian hyperstimulation syndrome (OHSS) causes the ovaries to swell and become painful.,"['Mild to moderate abdominal pain', 'Abdominal bloating or increased waist size', 'Nausea', 'Vomiting', 'Diarrhea', 'Tenderness in the area of your ovaries']","['Try an over-the-counter painkiller such as acetaminophen (Tylenol, others) for abdominal discomfort, but avoid ibuprofen (Advil, Motrin IB, others) or naproxen sodium (Aleve, others) if you have recently had an embryo transfer, as these drugs can interfere with implantation of the embryo.', 'Avoid sex, as it may be painful and can cause a cyst in your ovary to rupture.', 'Maintain a light physical activity level, avoiding strenuous or high-impact activities.', 'Weigh yourself on the same scale and measure around your abdomen each day, reporting unusual increases to your provider.', 'Call your provider if your signs and symptoms get worse.']"
158,"Olfactory neuroblastoma, also known as
Esthesioneuroblastoma",https://www.mayoclinic.org/diseases-conditions/esthesioneuroblastoma/symptoms-causes/syc-20351075,Esthesioneuroblastoma (es-thee-zee-o-noo-row-blas-TOE-muh) is a rare type of cancer that begins in the upper portion of the nasal cavity.,"['Losing the sense of smell', 'Frequent nosebleeds', 'Difficulty breathing through the nose']",[]
159,Oligodendroglioma,https://www.mayoclinic.org/diseases-conditions/oligodendroglioma/cdc-20350152,,[],[]
160,"Onychomycosis, also known as
Nail fungus",https://www.mayoclinic.org/diseases-conditions/nail-fungus/symptoms-causes/syc-20353294,"Nail fungus is a common infection of the nail. It begins as a white or yellow-brown spot under the tip of your fingernail or toenail. As the fungal infection goes deeper, the nail may discolor, thicken and crumble at the edge. Nail fungus can affect several nails.","['Thickened', 'Discolored', 'Brittle, crumbly or ragged', 'Misshapen', 'Separated from the nail bed', 'Smelly']","[""Try nonprescription antifungal nail creams and ointments. Several products are available, such as terbinafine (Lamisil). If you notice white markings on the surfaces of the nails, file them off, soak your nails in water, dry them, and apply the medicated cream or lotion. Even if this clears up your symptoms, it's common for the infection to come back."", 'Trim and thin the nails. This helps reduce pain by reducing pressure on the nails. Also, if you do this before applying an antifungal, the drug can reach deeper layers of the nail.']"
161,Oppositional defiant disorder (ODD),https://www.mayoclinic.org/diseases-conditions/oppositional-defiant-disorder/symptoms-causes/syc-20375831,"Even the best-behaved children can be difficult and challenging at times. But if your child or teenager has a frequent and persistent pattern of anger, irritability, arguing, defiance or vindictiveness toward you and other authority figures, he or she may have oppositional defiant disorder (ODD).","['Often and easily loses temper', 'Is frequently touchy and easily annoyed by others', 'Is often angry and resentful']","['Recognize and praise your child\'s positive behaviors. Be as specific as possible, such as, ""I really liked the way you helped pick up your toys tonight."" Providing rewards for positive behavior also may help, especially with younger children.', 'Model the behavior you want your child to have. Demonstrating appropriate interactions and modeling socially appropriate behavior can help your child improve social skills.', 'Pick your battles and avoid power struggles. Almost everything can turn into a power struggle, if you let it.', ""Set limits by giving clear and effective instructions and enforcing consistent reasonable consequences. Discuss setting these limits during times when you're not confronting each other."", 'Set up a routine by developing a consistent daily schedule for your child. Asking your child to help develop that routine may be beneficial.', 'Build in time together by developing a consistent weekly schedule that involves you and your child spending time together.', 'Work together with your partner or others in your household to ensure consistent and appropriate discipline procedures. Also enlist support from teachers, coaches and other adults who spend time with your child.', ""Assign a household chore that's essential and that won't get done unless the child does it. Initially, it's important to set your child up for success with tasks that are relatively easy to achieve and gradually blend in more important and challenging expectations. Give clear, easy-to-follow instructions."", ""Be prepared for challenges early on. At first, your child probably won't be cooperative or appreciate your changed response to his or her behavior. Expect behavior to temporarily worsen in the face of new expectations. Remaining consistent in the face of increasingly challenging behavior is the key to success at this early stage.""]"
162,Optic neuritis,https://www.mayoclinic.org/diseases-conditions/optic-neuritis/symptoms-causes/syc-20354953,Optic neuritis occurs when swelling (inflammation) damages the optic nerve — a bundle of nerve fibers that transmits visual information from your eye to your brain. Common symptoms of optic neuritis include pain with eye movement and temporary vision loss in one eye.,"[""Pain. Most people who develop optic neuritis have eye pain that's worsened by eye movement. Sometimes the pain feels like a dull ache behind the eye."", 'Vision loss in one eye. Most people have at least some temporary reduction in vision, but the extent of loss varies. Noticeable vision loss usually develops over hours or days and improves over several weeks to months. Vision loss is permanent in some people.', 'Visual field loss. Side vision loss can occur in any pattern, such as central vision loss or peripheral vision loss.', 'Loss of color vision. Optic neuritis often affects color perception. You might notice that colors appear less vivid than normal.', 'Flashing lights. Some people with optic neuritis report seeing flashing or flickering lights with eye movements.']",[]
163,"Oral cancer, also known as
Mouth cancer",https://www.mayoclinic.org/diseases-conditions/mouth-cancer/symptoms-causes/syc-20350997,Mouth cancer refers to cancer that develops in any of the parts that make up the mouth (oral cavity). Mouth cancer can occur on the:,"[""A lip or mouth sore that doesn't heal"", 'A white or reddish patch on the inside of your mouth', 'Loose teeth', 'A growth or lump inside your mouth', 'Mouth pain', 'Ear pain', 'Difficult or painful swallowing']","['Tobacco use makes treatment less effective.', 'Tobacco use makes it harder for your body to heal after surgery.', 'Tobacco use increases your risk of a cancer recurrence and of getting another cancer in the future.']"
164,"Oral candidiasis, also known as
Oral thrush",https://www.mayoclinic.org/diseases-conditions/oral-thrush/symptoms-causes/syc-20353533,"Oral thrush — also called oral candidiasis (kan-dih-DIE-uh-sis) — is a condition in which the fungus Candida albicans accumulates on the lining of your mouth. Candida is a normal organism in your mouth, but sometimes it can overgrow and cause symptoms.","['Creamy white lesions on your tongue, inner cheeks, and sometimes on the roof of your mouth, gums and tonsils', 'Slightly raised lesions with a cottage cheese-like appearance', 'Redness, burning or soreness that may be severe enough to cause difficulty eating or swallowing', 'Slight bleeding if the lesions are rubbed or scraped', 'Cracking and redness at the corners of your mouth', 'A cottony feeling in your mouth', 'Loss of taste', 'Redness, irritation and pain under dentures (denture stomatitis)']","[""Practice good oral hygiene. Brush and floss regularly. Replace your toothbrush often until your infection clears up. Don't share toothbrushes."", 'Disinfect dentures. Ask your dentist for the best way to disinfect your dentures to avoid reinfection.', ""Try warm saltwater rinses. Dissolve about 1/2 teaspoon (2.5 milliliters) of salt in 1 cup (237 milliliters) of warm water. Swish the rinse and then spit it out, but don't swallow."", ""Use nursing pads. If you're breast-feeding and develop a fungal infection, use pads to help prevent the fungus from spreading to your clothes. Look for pads that don't have a plastic barrier, which can encourage the growth of candida. Wear a clean bra every day. Ask your doctor about the best way to clean your breast nipples, bottle nipples, pacifiers and any detachable parts of a breast pump if you use one.""]"
165,Oral lichen planus,https://www.mayoclinic.org/diseases-conditions/oral-lichen-planus/symptoms-causes/syc-20350869,"Oral lichen planus (LIE-kun PLAY-nus) is an ongoing (chronic) inflammatory condition that affects mucous membranes inside your mouth. Oral lichen planus may appear as white, lacy patches; red, swollen tissues; or open sores. These lesions may cause burning, pain or other discomfort.","['Lacy, white, raised patches of tissues', 'Red, swollen, tender patches of tissues', 'Open sores']","['Practice good oral hygiene. Keep your mouth clean to reduce your symptoms and help prevent infection. Gently brush your teeth at least twice a day using a bland toothpaste, and floss daily.', 'Adjust your diet. Cut out spicy, salty or acidic foods if they seem to trigger or worsen your symptoms. Choose foods that are soft to help limit discomfort. And reduce or eliminate the use of caffeine.', 'Avoid irritants. Avoid alcohol or tobacco. Also avoid habits that can injure the inside of your mouth, such as chewing on your lip or cheek.', 'Learn to manage stress. Because stress may complicate symptoms or trigger symptom recurrence, you may need to develop skills to avoid or manage stress. Your doctor may refer you to a mental health professional who can help you identify stressors, develop stress management strategies or address other mental health concerns.', 'See your doctor or dentist regularly. See your dentist twice a year for checkups and cleanings, or more often as directed by your dentist. Because long-term treatment is often required, talk to your doctor or dentist about how often you should be seen to evaluate how your treatment is working and for cancer screening.']"
166,Oral thrush,https://www.mayoclinic.org/diseases-conditions/oral-thrush/symptoms-causes/syc-20353533,"Oral thrush — also called oral candidiasis (kan-dih-DIE-uh-sis) — is a condition in which the fungus Candida albicans accumulates on the lining of your mouth. Candida is a normal organism in your mouth, but sometimes it can overgrow and cause symptoms.","['Creamy white lesions on your tongue, inner cheeks, and sometimes on the roof of your mouth, gums and tonsils', 'Slightly raised lesions with a cottage cheese-like appearance', 'Redness, burning or soreness that may be severe enough to cause difficulty eating or swallowing', 'Slight bleeding if the lesions are rubbed or scraped', 'Cracking and redness at the corners of your mouth', 'A cottony feeling in your mouth', 'Loss of taste', 'Redness, irritation and pain under dentures (denture stomatitis)']","[""Practice good oral hygiene. Brush and floss regularly. Replace your toothbrush often until your infection clears up. Don't share toothbrushes."", 'Disinfect dentures. Ask your dentist for the best way to disinfect your dentures to avoid reinfection.', ""Try warm saltwater rinses. Dissolve about 1/2 teaspoon (2.5 milliliters) of salt in 1 cup (237 milliliters) of warm water. Swish the rinse and then spit it out, but don't swallow."", ""Use nursing pads. If you're breast-feeding and develop a fungal infection, use pads to help prevent the fungus from spreading to your clothes. Look for pads that don't have a plastic barrier, which can encourage the growth of candida. Wear a clean bra every day. Ask your doctor about the best way to clean your breast nipples, bottle nipples, pacifiers and any detachable parts of a breast pump if you use one.""]"
167,Orchitis,https://www.mayoclinic.org/diseases-conditions/orchitis/symptoms-causes/syc-20375860,"Orchitis (or-KIE-tis) is an inflammation of one or both testicles. Bacterial or viral infections can cause orchitis, or the cause can be unknown. Orchitis is most often the result of a bacterial infection, such as a sexually transmitted infection (STI). In some cases, the mumps virus can cause orchitis.","['Swelling in one or both testicles', 'Pain ranging from mild to severe', 'Fever', 'Nausea and vomiting', 'General feeling of unwellness (malaise)']","['Rest in bed', 'Lie down so that your scrotum is elevated', 'Apply cold packs to your scrotum as tolerated', 'Avoid lifting heavy objects']"
168,Orthostatic hypotension (postural hypotension),https://www.mayoclinic.org/diseases-conditions/orthostatic-hypotension/symptoms-causes/syc-20352548,Orthostatic hypotension — also called postural hypotension — is a form of low blood pressure that happens when standing after sitting or lying down. Orthostatic hypotension can cause dizziness or lightheadedness and possibly fainting.,"['Lightheadedness or dizziness upon standing', 'Blurry vision', 'Weakness', 'Fainting (syncope)', 'Confusion']","['Wearing waist-high compression stockings. These may help improve blood flow and reduce the symptoms of orthostatic hypotension. Wear them during the day, but take them off for bed and when lying down.', 'Getting plenty of fluids. Keeping hydrated helps prevent symptoms of low blood pressure. Drink plenty of water before long periods of standing, or any activities that tend to trigger symptoms.', 'Avoiding alcohol. Alcohol can worsen orthostatic hypotension, so limit or avoid it completely.', 'Increasing salt in the diet. This must be done carefully and only after discussing it with a health care provider. Too much salt can cause blood pressure to increase beyond a healthy level, creating new health risks.', 'Eating small meals. If blood pressure drops after eating, having small, low-carbohydrate meals might help.', 'Exercising. Regular cardiovascular and strengthening exercises might help reduce symptoms of orthostatic hypotension. Avoid exercising in very hot, humid weather.', 'Moving and stretching in certain ways. Stretch and flex calf muscles before sitting up. For symptoms, squeeze thighs together and squeeze stomach and buttock muscles. Squat, march in place or rise onto tiptoes.', 'Getting up slowly. Move slowly from a lying to standing position. Also, when getting out of bed, sit on the edge of the bed for a minute before standing.', 'Raising the head of the bed. Sleeping with the head of the bed slightly raised can help fight the effects of gravity.']"
169,Osteoarthritis,https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925,"Osteoarthritis is the most common form of arthritis, affecting millions of people worldwide. It occurs when the protective cartilage that cushions the ends of the bones wears down over time.","['Pain. Affected joints might hurt during or after movement.', 'Stiffness. Joint stiffness might be most noticeable upon awakening or after being inactive.', 'Tenderness. Your joint might feel tender when you apply light pressure to or near it.', 'Loss of flexibility. You might not be able to move your joint through its full range of motion.', 'Grating sensation. You might feel a grating sensation when you use the joint, and you might hear popping or crackling.', 'Bone spurs. These extra bits of bone, which feel like hard lumps, can form around the affected joint.', 'Swelling. This might be caused by soft tissue inflammation around the joint.']","[""Exercise. Low-impact exercise can increase your endurance and strengthen the muscles around your joint, making your joint more stable. Try walking, bicycling or water aerobics. If you feel new joint pain, stop.\nNew pain that lasts for hours after you exercise probably means you've overdone it, not that you've caused damage or that you should stop exercising. Try again a day or two later at a lower level of intensity."", 'Lose weight. Carrying extra weight increases the stress on your weight-bearing joints, such as your knees and your hips. Even minor weight loss can relieve some pressure and reduce your pain. Talk to a dietitian about healthy ways to lose weight.']"
170,"Osteoarthritis, cervical, also known as
Cervical spondylosis",https://www.mayoclinic.org/diseases-conditions/cervical-spondylosis/symptoms-causes/syc-20370787,"Cervical spondylosis is a general term for age-related wear and tear affecting the spinal disks in your neck. As the disks dehydrate and shrink, signs of osteoarthritis develop, including bony projections along the edges of bones (bone spurs).","['Tingling, numbness and weakness in the arms, hands, legs or feet', 'Lack of coordination and difficulty walking', 'Loss of bladder or bowel control']","['Regular exercise. Maintaining activity will help speed recovery, even if you have to temporarily modify some of your exercises because of neck pain. People who walk daily are less likely to experience neck and low back pain.', 'Pain relievers you can buy without a prescription. Ibuprofen (Advil, Motrin IB, others), naproxen sodium (Aleve) or acetaminophen (Tylenol, others) is often enough to control the pain associated with cervical spondylosis.', 'Heat or ice. Applying heat or ice to your neck can ease sore neck muscles.', 'Soft neck brace. The brace allows your neck muscles to rest. However, a neck brace should be worn for only short periods of time because it can eventually weaken neck muscles and cause neck stiffness.']"
171,Osteochondritis dissecans,https://www.mayoclinic.org/diseases-conditions/osteochondritis-dissecans/symptoms-causes/syc-20375887,"Osteochondritis dissecans (os-tee-o-kon-DRY-tis DIS-uh-kanz) is a joint condition in which bone underneath the cartilage of a joint dies due to lack of blood flow. This bone and cartilage can then break loose, causing pain and possibly hindering joint motion.","['Pain. This most common symptom of osteochondritis dissecans might be triggered by physical activity — walking up stairs, climbing a hill or playing sports.', 'Swelling and tenderness. The skin around your joint might be swollen and tender.', 'Joint popping or locking. Your joint might pop or stick in one position if a loose fragment gets caught between bones during movement.', 'Joint weakness. You might feel as though your joint is ""giving way"" or weakening.', 'Decreased range of motion. You might be unable to straighten the affected limb completely.']",[]
172,"Osteogenic sarcoma, also known as
Osteosarcoma",https://www.mayoclinic.org/diseases-conditions/osteosarcoma/symptoms-causes/syc-20351052,"Osteosarcoma is a type of bone cancer that begins in the cells that form bones. Osteosarcoma is most often found in the long bones — more often the legs, but sometimes the arms — but it can start in any bone. In very rare instances, it occurs in soft tissue outside the bone.","['Swelling near a bone', 'Bone or joint pain', 'Bone injury or bone break for no clear reason']",[]
173,Osteomyelitis,https://www.mayoclinic.org/diseases-conditions/osteomyelitis/symptoms-causes/syc-20375913,Osteomyelitis is an infection in a bone. Infections can reach a bone by traveling through the bloodstream or spreading from nearby tissue. Infections can also begin in the bone itself if an injury exposes the bone to germs.,"['Fever', 'Swelling, warmth and redness over the area of the infection', 'Pain in the area of the infection', 'Fatigue']",[]
174,"Osteonecrosis, also known as
Avascular necrosis (osteonecrosis)",https://www.mayoclinic.org/diseases-conditions/avascular-necrosis/symptoms-causes/syc-20369859,"Avascular necrosis is the death of bone tissue due to a lack of blood supply. Also called osteonecrosis, it can lead to tiny breaks in the bone and cause the bone to collapse. The process usually takes months to years.","['Joint or bone trauma. An injury, such as a dislocated joint, might damage nearby blood vessels. Cancer treatments involving radiation also can weaken bone and harm blood vessels.', 'Fatty deposits in blood vessels. The fat (lipids) can block small blood vessels. This can reduce blood flow to bones.', ""Certain diseases. Medical conditions, such as sickle cell anemia and Gaucher's disease, also can lessen blood flow to bone.""]",[]
175,"Osteophytes, also known as
Bone spurs",https://www.mayoclinic.org/diseases-conditions/bone-spurs/symptoms-causes/syc-20370212,Bone spurs are bony projections that develop along bone edges. Bone spurs (osteophytes) often form where bones meet each other — in your joints. They can also form on the bones of your spine.,"['Knee. Bone spurs in your knee can make it painful to extend and bend your leg.', 'Spine. On your vertebrae, bone spurs can narrow the space that contains your spinal cord. These bone spurs can pinch the spinal cord or its nerve roots and can cause weakness or numbness in your arms or legs.', 'Hip. Bone spurs can make it painful to move your hip, although you might feel the pain in your knee. Depending on their placement, bone spurs can reduce the range of motion in your hip joint.']",[]
176,Osteoporosis,https://www.mayoclinic.org/diseases-conditions/osteoporosis/symptoms-causes/syc-20351968,"Osteoporosis causes bones to become weak and brittle — so brittle that a fall or even mild stresses such as bending over or coughing can cause a fracture. Osteoporosis-related fractures most commonly occur in the hip, wrist or spine.","['Back pain, caused by a fractured or collapsed vertebra', 'Loss of height over time', 'A stooped posture', 'A bone that breaks much more easily than expected']","[""Don't smoke. Smoking increases rates of bone loss and the chance of fracture."", 'Limit alcohol. Consuming more than two alcoholic drinks a day may decrease bone formation. Being under the influence of alcohol also can increase your risk of falling.', 'Prevent falls. Wear low-heeled shoes with nonslip soles and check your house for electrical cords, area rugs and slippery surfaces that might cause you to fall. Keep rooms brightly lit, install grab bars just inside and outside your shower door, and make sure you can get into and out of your bed easily.']"
177,Osteosarcoma,https://www.mayoclinic.org/diseases-conditions/osteosarcoma/symptoms-causes/syc-20351052,"Osteosarcoma is a type of bone cancer that begins in the cells that form bones. Osteosarcoma is most often found in the long bones — more often the legs, but sometimes the arms — but it can start in any bone. In very rare instances, it occurs in soft tissue outside the bone.","['Swelling near a bone', 'Bone or joint pain', 'Bone injury or bone break for no clear reason']",[]
178,"Otitis externa, also known as
Swimmer's ear",https://www.mayoclinic.org/diseases-conditions/swimmers-ear/symptoms-causes/syc-20351682,"Swimmer's ear is an infection in the outer ear canal, which runs from your eardrum to the outside of your head. It's often brought on by water that remains in your ear, creating a moist environment that aids the growth of bacteria.","['Itching in your ear canal', 'Slight redness inside your ear', 'Mild discomfort that\'s made worse by pulling on your outer ear (pinna or auricle) or pushing on the little ""bump"" in front of your ear (tragus)', 'Some drainage of clear, odorless fluid']",[]
179,"Otitis media, also known as
Ear infection (middle ear)",https://www.mayoclinic.org/diseases-conditions/ear-infections/symptoms-causes/syc-20351616,"An ear infection (sometimes called acute otitis media) is an infection of the middle ear, the air-filled space behind the eardrum that contains the tiny vibrating bones of the ear. Children are more likely than adults to get ear infections.","['Ear pain, especially when lying down', 'Tugging or pulling at an ear', 'Trouble sleeping', 'Crying more than usual', 'Fussiness', 'Trouble hearing or responding to sounds', 'Loss of balance', 'Fever of 100 F (38 C) or higher', 'Drainage of fluid from the ear', 'Headache', 'Loss of appetite']",[]
180,"Outer ear infection, also known as
Swimmer's ear",https://www.mayoclinic.org/diseases-conditions/swimmers-ear/symptoms-causes/syc-20351682,"Swimmer's ear is an infection in the outer ear canal, which runs from your eardrum to the outside of your head. It's often brought on by water that remains in your ear, creating a moist environment that aids the growth of bacteria.","['Itching in your ear canal', 'Slight redness inside your ear', 'Mild discomfort that\'s made worse by pulling on your outer ear (pinna or auricle) or pushing on the little ""bump"" in front of your ear (tragus)', 'Some drainage of clear, odorless fluid']",[]
181,Ovarian cancer,https://www.mayoclinic.org/diseases-conditions/ovarian-cancer/symptoms-causes/syc-20375941,Ovarian cancer is a growth of cells that forms in the ovaries. The cells multiply quickly and can invade and destroy healthy body tissue.,"['Abdominal bloating or swelling', 'Quickly feeling full when eating', 'Weight loss', 'Discomfort in the pelvic area', 'Fatigue', 'Back pain', 'Changes in bowel habits, such as constipation', 'A frequent need to urinate']",[]
182,Ovarian cysts,https://www.mayoclinic.org/diseases-conditions/ovarian-cysts/symptoms-causes/syc-20353405,"Ovarian cysts are sacs, usually filled with fluid, in an ovary or on its surface. Females have two ovaries. One ovary is located on each side of the uterus.","['Pelvic pain that may come and go. You may feel a dull ache or a sharp pain in the area below your bellybutton toward one side.', 'Fullness, pressure or heaviness in your belly (abdomen).', 'Bloating.']",[]
183,Ovarian hyperstimulation syndrome,https://www.mayoclinic.org/diseases-conditions/ovarian-hyperstimulation-syndrome-ohss/symptoms-causes/syc-20354697,Ovarian hyperstimulation syndrome is an exaggerated response to excess hormones. It usually occurs in women taking injectable hormone medications to stimulate the development of eggs in the ovaries. Ovarian hyperstimulation syndrome (OHSS) causes the ovaries to swell and become painful.,"['Mild to moderate abdominal pain', 'Abdominal bloating or increased waist size', 'Nausea', 'Vomiting', 'Diarrhea', 'Tenderness in the area of your ovaries']","['Try an over-the-counter painkiller such as acetaminophen (Tylenol, others) for abdominal discomfort, but avoid ibuprofen (Advil, Motrin IB, others) or naproxen sodium (Aleve, others) if you have recently had an embryo transfer, as these drugs can interfere with implantation of the embryo.', 'Avoid sex, as it may be painful and can cause a cyst in your ovary to rupture.', 'Maintain a light physical activity level, avoiding strenuous or high-impact activities.', 'Weigh yourself on the same scale and measure around your abdomen each day, reporting unusual increases to your provider.', 'Call your provider if your signs and symptoms get worse.']"
184,Overactive bladder,https://www.mayoclinic.org/diseases-conditions/overactive-bladder/symptoms-causes/syc-20355715,"Overactive bladder, also called OAB, causes a frequent and sudden urge to urinate that may be difficult to control. You may feel like you need to pass urine many times during the day and night, and may also experience unintentional loss of urine (urgency incontinence).","[""Feel a sudden urge to urinate that's difficult to control"", 'Experience unintentional loss of urine immediately after an urgent need to urinate (urgency incontinence)', 'Urinate frequently, usually eight or more times in 24 hours', 'Wake up more than two times in the night to urinate (nocturia)']","[""Maintain a healthy weight. If you're overweight, losing weight may ease your symptoms. Heavier people are also at greater risk of stress urinary incontinence, which may improve with weight loss."", 'Drink adequate amounts of fluid. Ask your doctor how much fluid you need daily. Drinking too much fluid can worsen your symptoms, but not drinking enough can make your urine become concentrated and can irritate the lining of your bladder. This increases the urge to urinate.', 'Limit foods and drinks that might irritate your bladder. Some foods and drinks that may irritate the bladder include caffeine, alcohol, tea, carbonated drinks, citrus juice and fruit, chocolate, spicy foods, and tomatoes. If any of these worsen your symptoms, it might be wise to avoid them.']"
185,"Overactive thyroid, also known as
Hyperthyroidism (overactive thyroid)",https://www.mayoclinic.org/diseases-conditions/hyperthyroidism/symptoms-causes/syc-20373659,"Hyperthyroidism (overactive thyroid) occurs when your thyroid gland produces too much of the hormone thyroxine. Hyperthyroidism can accelerate your body's metabolism, causing unintentional weight loss and a rapid or irregular heartbeat.","['Unintentional weight loss, even when your appetite and food intake stay the same or increase', 'Rapid heartbeat (tachycardia) — commonly more than 100 beats a minute', 'Irregular heartbeat (arrhythmia)', 'Pounding of your heart (palpitations)', 'Increased appetite', 'Nervousness, anxiety and irritability', 'Tremor — usually a fine trembling in your hands and fingers', 'Sweating', 'Changes in menstrual patterns', 'Increased sensitivity to heat', 'Changes in bowel patterns, especially more frequent bowel movements', 'An enlarged thyroid gland (goiter), which may appear as a swelling at the base of your neck', 'Fatigue, muscle weakness', 'Difficulty sleeping', 'Skin thinning', 'Fine, brittle hair']","[""Don't smoke. Smoking has been linked to the development of Graves' ophthalmopathy and can make the condition worse after treatment."", ""Keep your eyes lubricated. Eyedrops may help relieve dryness and scratchiness at any time of the day. If your eyes don't completely close, you can tape your eyelids shut, or use a lubricating gel at bedtime to keep the cornea from drying out. A cool compress can also provide relieving moisture."", 'Protect your eyes. Wear sunglasses to help protect your eyes from the sun and wind.', 'Keep your head up. Raising the head of your bed may reduce swelling and relieve pressure on your eyes.', 'Try over-the-counter creams for swollen skin. Over-the-counter creams containing hydrocortisone (Cortizone-10, others) may help relieve red, swollen skin on your shins and feet. For help finding these creams, talk to your pharmacist.']"
186,"Oxyphil cell carcinoma, also known as
Hurthle cell cancer",https://www.mayoclinic.org/diseases-conditions/hurthle-cell-cancer/symptoms-causes/syc-20373572,Hurthle (HEERT-luh) cell cancer is a rare cancer that affects the thyroid gland.,"[""A lump in the neck, just below the Adam's apple"", 'Pain in the neck or throat', 'Hoarseness or other changes in your voice', 'Shortness of breath', 'Swallowing difficulty']",[]
187,"PAD, also known as
Peripheral artery disease (PAD)",https://www.mayoclinic.org/diseases-conditions/peripheral-artery-disease/symptoms-causes/syc-20350557,Peripheral artery disease (also called peripheral arterial disease) is a common condition in which narrowed arteries reduce blood flow to the arms or legs.,"['Coldness in the lower leg or foot, especially when compared with the other side', 'Leg numbness or weakness', 'No pulse or a weak pulse in the legs or feet', 'Painful cramping in one or both of the hips, thighs or calf muscles after certain activities, such as walking or climbing stairs', 'Shiny skin on the legs', 'Skin color changes on the legs', 'Slower growth of the toenails', ""Sores on the toes, feet or legs that won't heal"", 'Pain when using the arms, such as aching and cramping when knitting, writing or doing other manual tasks', 'Erectile dysfunction', 'Hair loss or slower hair growth on the legs']","[""Don't smoke. Smoking damages the arteries. It increases the risk for peripheral artery disease (PAD). If you have PAD, smoking can make the condition worse. If you need help quitting smoking, ask your care provider about strategies and medications that can help."", 'Eat a healthy diet. A heart-healthy diet low in saturated fat helps control blood pressure and cholesterol levels.', 'Avoid certain cold and sinus medications. Products that contain pseudoephedrine (Advil Cold and Sinus, Sudafed, others) tighten blood vessels and may increase PAD symptoms.']"
188,"PAES, also known as
Popliteal artery entrapment syndrome",https://www.mayoclinic.org/diseases-conditions/popliteal-artery-entrapment/symptoms-causes/syc-20465211,"Popliteal artery entrapment syndrome (PAES) is an uncommon condition in which an abnormally positioned or enlarged calf muscle presses on the main artery behind the knee (popliteal artery). The artery becomes trapped, making it harder for blood to flow to the lower leg and foot.","['Cold feet after exercise', 'Tingling or burning in your calf (paresthesia)', 'Numbness in the calf area']",[]
189,Paget's disease of bone,https://www.mayoclinic.org/diseases-conditions/pagets-disease-of-bone/symptoms-causes/syc-20350811,"Paget's (PAJ-its) disease of bone interferes with your body's normal recycling process, in which new bone tissue gradually replaces old bone tissue. Over time, bones can become fragile and misshapen. The pelvis, skull, spine and legs are most commonly affected.","[""Pelvis. Paget's disease of bone in the pelvis can cause hip pain."", 'Skull. An overgrowth of bone in the skull can cause hearing loss or headaches.', 'Spine. If your spine is affected, nerve roots can become compressed. This can cause pain, tingling and numbness in an arm or leg.', 'Leg. As the bones weaken, they may bend — causing you to become bowlegged. Enlarged and misshapen bones in your legs can put extra stress on nearby joints, which may cause osteoarthritis in your knee or hip.']","[""Prevent falls. Paget's disease of bone puts you at high risk of bone fractures. Ask your doctor for advice on preventing falls. He or she may recommend that you use a cane or a walker."", 'Fall-proof your home. Remove slippery floor coverings, use nonskid mats in your bathtub or shower, tuck away cords, and install handrails on stairways and grab bars in your bathroom.', ""Eat well. Be sure your diet includes adequate levels of calcium and vitamin D, which helps bones absorb calcium. This is especially important if you're taking a bisphosphonate. Review your diet with your doctor and ask if you should take vitamin and calcium supplements."", 'Exercise regularly. Regular exercise is essential for maintaining joint mobility and bone strength. Talk to your doctor before beginning an exercise program to determine the right type, duration and intensity of exercise for you. Some activities may place too much stress on your affected bones.']"
190,Paget's disease of the breast,https://www.mayoclinic.org/diseases-conditions/pagets-disease-of-the-breast/symptoms-causes/syc-20351079,"Paget's (PAJ-its) disease of the breast is a rare form of breast cancer. Paget's disease of the breast starts on the nipple and extends to the dark circle of skin (areola) around the nipple. Paget's disease of the breast isn't related to Paget's disease of the bone, a metabolic bone disease.","['Flaky or scaly skin on your nipple', 'Crusty, oozing or hardened skin resembling eczema on the nipple, areola or both', 'Itching', 'Redness', 'A tingling or burning sensation', 'Straw-colored or bloody nipple discharge', 'A flattened or turned-in (inverted) nipple', 'A lump in the breast', 'Thickening skin on the breast']",[]
191,"Pain, back, also known as
Back pain",https://www.mayoclinic.org/diseases-conditions/back-pain/symptoms-causes/syc-20369906,Back pain is one of the most common reasons people seek medical help or miss work. Back pain is a leading cause of disability worldwide.,"['Lasts longer than a few weeks', ""Is severe and doesn't improve with rest"", 'Spreads down one or both legs, especially if the pain goes below the knee', 'Causes weakness, numbness or tingling in one or both legs', 'Is paired with unexplained weight loss']",[]
